,Unnamed: 0,Unnamed: 0.1,dvars,fd,mean_fd,num_fd,outlier,perc_fd,quality,scan,session,subject
0,0.0,0.0,1.040913454890385,,,,0.006311055555555548,,0.008753808999999994,2.0,3.0,25023.0
1,1.0,1.0,0.8483377472092891,,,,0.011730166666666672,,0.04866615000000002,2.0,3.0,25025.0
2,2.0,2.0,0.926266997097854,,,,0.00686838888888887,,0.02133812833333333,2.0,3.0,25047.0
3,3.0,3.0,1.031584317913139,,,,0.0020350000000000004,,0.0054238780645161295,2.0,3.0,25982.0
4,4.0,4.0,1.068360869393638,,,,0.002291774193548386,,0.015510042016129032,2.0,3.0,25983.0
5,5.0,5.0,1.163896809579977,,,,0.0012243548387096776,,0.00640329258064516,2.0,3.0,25984.0
6,6.0,6.0,1.0704593971497829,,,,0.0009033870967741931,,0.0041030979032258075,2.0,3.0,25985.0
7,7.0,7.0,1.1455759454031391,,,,0.0006919354838709678,,0.0066720171774193576,2.0,3.0,25986.0
8,8.0,8.0,1.0218218368211929,,,,0.0015970161290322585,,0.014868528145161288,2.0,3.0,25987.0
9,9.0,9.0,1.1362996417371949,,,,0.0008435483870967744,,0.004510733467741935,2.0,3.0,25988.0
10,10.0,10.0,1.0287760352537256,,,,0.0017887903225806449,,0.016496182499999994,2.0,3.0,25989.0
11,11.0,11.0,1.1693231921947935,,,,0.0011712096774193544,,0.005271978870967743,2.0,3.0,25990.0
12,12.0,12.0,1.1034310738523478,,,,0.0014539516129032251,,0.011161485,2.0,3.0,25991.0
13,13.0,13.0,1.2028371674818241,,,,0.0010337096774193544,,0.008004625483870969,2.0,3.0,25992.0
14,14.0,14.0,1.1695101066931977,,,,0.0005865322580645161,,0.006436893548387097,2.0,3.0,25993.0
15,15.0,15.0,1.1592077732593593,,,,0.001470564516129033,,0.006040659193548389,2.0,3.0,25994.0
16,16.0,16.0,1.1568975202787222,,,,0.002326290322580645,,0.005896235403225804,2.0,3.0,25995.0
17,17.0,17.0,1.171848261931771,,,,0.0011353225806451607,,0.00680686177419355,2.0,3.0,25996.0
18,18.0,18.0,1.0429292095566904,,,,0.0014329838709677418,,0.0057570404032258075,2.0,3.0,25997.0
19,19.0,19.0,1.195135658046944,,,,0.0018720161290322573,,0.007438619758064519,2.0,3.0,25998.0
20,20.0,20.0,1.1700539687734854,,,,0.0012483870967741927,,0.01026323822580645,2.0,3.0,25999.0
21,21.0,21.0,1.0410343170148868,,,,0.000902258064516129,,0.008456863790322578,2.0,3.0,26000.0
22,22.0,22.0,1.1281401801138902,,,,0.0006476612903225808,,0.005367684435483868,2.0,3.0,26001.0
23,23.0,23.0,1.144145543089296,,,,0.0006616129032258062,,0.005506327258064517,2.0,3.0,26002.0
24,24.0,24.0,1.0455551125752085,,,,0.0006956451612903227,,0.007221299919354836,2.0,3.0,26003.0
25,25.0,25.0,1.1279182352260455,,,,0.0008731451612903228,,0.003100768709677419,2.0,3.0,26004.0
26,26.0,26.0,1.075619529697401,,,,0.000724516129032258,,0.006260597419354839,2.0,3.0,26005.0
27,27.0,27.0,1.1927690760751208,,,,0.004485645161290324,,0.006507489032258067,2.0,3.0,26006.0
28,28.0,28.0,1.0946744519074136,,,,0.0005745161290322583,,0.007496708645161288,2.0,3.0,26017.0
29,29.0,29.0,1.0030423585947903,,,,0.0005258750000000002,,0.010904881458333331,2.0,3.0,27152.0
30,30.0,30.0,0.98505455194703,,,,0.0009458749999999996,,0.014526616291666669,2.0,3.0,27153.0
31,31.0,31.0,1.087581238759448,,,,0.008810458333333316,,0.012763684916666674,2.0,3.0,27154.0
32,32.0,32.0,0.9977832017288366,,,,0.0012112500000000016,,0.011460416499999999,2.0,3.0,27155.0
33,33.0,33.0,1.1890162395363166,,,,0.0005037916666666652,,0.006175832208333335,2.0,3.0,27156.0
34,34.0,34.0,1.234185845451595,,,,0.003043291666666664,,0.015642993416666674,2.0,3.0,27157.0
35,35.0,35.0,1.1496932314988888,,,,0.0007582083333333362,,0.007806901708333337,2.0,3.0,27158.0
36,36.0,36.0,1.1743266986564609,,,,0.000848333333333333,,0.005658011749999995,2.0,3.0,27159.0
37,37.0,37.0,1.0842582279531534,,,,0.008757166666666667,,0.025890322833333337,2.0,3.0,27160.0
38,38.0,38.0,1.0809950480298065,,,,0.0003445,,0.0049795657500000005,2.0,3.0,27161.0
39,39.0,39.0,1.0556662844611135,,,,0.003985583333333332,,0.009532569624999996,2.0,3.0,27162.0
40,40.0,40.0,1.1213139664849054,,,,0.0006763333333333339,,0.006532171750000001,2.0,3.0,27163.0
41,41.0,41.0,1.039332071971949,,,,0.0005862083333333339,,0.010546705999999998,2.0,3.0,27164.0
42,42.0,42.0,1.0978806115280553,,,,0.002487583333333335,,0.006805298916666668,2.0,3.0,27165.0
43,43.0,43.0,1.0030423585947903,,,,0.0005258750000000002,,0.010904881458333331,2.0,3.0,27203.0
44,44.0,44.0,0.98505455194703,,,,0.0009458749999999996,,0.014526616291666669,2.0,3.0,27204.0
45,45.0,45.0,1.087581238759448,,,,0.008810458333333316,,0.012763684916666674,2.0,3.0,27205.0
46,46.0,46.0,0.9977832017288366,,,,0.0012112500000000016,,0.011460416499999999,2.0,3.0,27206.0
47,47.0,47.0,1.1890162395363166,,,,0.0005037916666666652,,0.006175832208333335,2.0,3.0,27207.0
48,48.0,48.0,1.234185845451595,,,,0.003043291666666664,,0.015642993416666674,2.0,3.0,27208.0
49,49.0,49.0,1.1496932314988888,,,,0.0007582083333333362,,0.007806901708333337,2.0,3.0,27209.0
50,50.0,50.0,1.1743266986564609,,,,0.000848333333333333,,0.005658011749999995,2.0,3.0,27210.0
51,51.0,51.0,1.0842582279531534,,,,0.008757166666666667,,0.025890322833333337,2.0,3.0,27211.0
52,52.0,52.0,1.0809950480298065,,,,0.0003445,,0.0049795657500000005,2.0,3.0,27212.0
53,53.0,53.0,1.0556662844611135,,,,0.003985583333333332,,0.009532569624999996,2.0,3.0,27213.0
54,54.0,54.0,1.1213139664849054,,,,0.0006763333333333339,,0.006532171750000001,2.0,3.0,27214.0
55,55.0,55.0,1.039332071971949,,,,0.0005862083333333339,,0.010546705999999998,2.0,3.0,27215.0
56,56.0,56.0,1.0978806115280553,,,,0.002487583333333335,,0.006805298916666668,2.0,3.0,27216.0
57,57.0,57.0,1.074268037258755,,,,0.0005592499999999991,,0.007391527749999998,2.0,3.0,27217.0
58,58.0,58.0,1.1565842600533731,,,,0.0019674583333333323,,0.006666426791666666,2.0,3.0,27218.0
59,59.0,59.0,0.9861142655048404,,,,0.0004433750000000002,,0.010000371458333329,2.0,3.0,27219.0
60,60.0,60.0,1.1551661595225944,,,,0.000465708333333333,,0.006701820125000005,2.0,3.0,27220.0
61,61.0,61.0,1.0547477560305247,,,,0.0011857916666666636,,0.0073427266250000066,2.0,3.0,27221.0
62,62.0,62.0,1.0711189118380355,,,,0.0009233333333333312,,0.004761065291666663,2.0,3.0,27222.0
0,,,1.350730967582031,,,,0.0005733750000000005,,0.003824632375000002,2.0,3.0,0026044
1,,,1.3448956413078785,,,,0.0006193749999999997,,0.0032598392500000017,2.0,3.0,0026045
