,Unnamed: 0,Unnamed: 0.1,dvars,fd,mean_fd,num_fd,outlier,perc_fd,quality,scan,session,subject
0,0.0,0.0,0.9966969452262228,,,,0.004859900000000011,,0.003193416533333333,1.0,5.0,25427.0
1,1.0,1.0,0.9540265980921896,,,,0.0042727999999999855,,0.003617512566666664,1.0,5.0,25428.0
2,2.0,2.0,0.7397683222948535,,,,0.005191899999999985,,0.006963718066666673,1.0,5.0,25429.0
3,3.0,3.0,0.7659712550418577,,,,0.004429766666666693,,0.0043963246333333355,1.0,5.0,25430.0
4,4.0,4.0,0.9094365432605072,,,,0.0052796999999999905,,0.003540974266666668,1.0,5.0,25431.0
5,5.0,5.0,1.139707079282897,,,,0.004184600000000007,,0.003937289166666668,1.0,5.0,25432.0
6,6.0,6.0,0.9701795617501257,,,,0.004105066666666654,,0.0037918075333333336,1.0,5.0,25433.0
7,7.0,7.0,1.017337653773036,,,,0.00425776666666665,,0.003174150466666666,1.0,5.0,25434.0
8,8.0,8.0,1.0220286781527177,,,,0.005361566666666661,,0.004961254566666666,1.0,5.0,25435.0
9,9.0,9.0,0.8854200868743146,,,,0.004118433333333349,,0.0032697964333333325,1.0,5.0,25436.0
10,10.0,10.0,0.9229011397277276,,,,0.0041535000000000105,,0.003804796066666667,1.0,5.0,25437.0
11,11.0,11.0,1.0100568715488938,,,,0.0046836999999999894,,0.003670609833333332,1.0,5.0,25438.0
12,12.0,12.0,1.0416280241544582,,,,0.004174399999999984,,0.004180259966666667,1.0,5.0,25439.0
13,13.0,13.0,0.925074712361438,,,,0.004647199999999984,,0.0034432537666666675,1.0,5.0,25440.0
14,14.0,14.0,0.9558919072286156,,,,0.00391626666666668,,0.003716999,1.0,5.0,25441.0
15,15.0,15.0,0.9334406533717168,,,,0.003944033333333361,,0.0037513968666666687,1.0,5.0,25442.0
16,16.0,16.0,0.9383907753812296,,,,0.0042381000000000285,,0.003231422099999998,1.0,5.0,25443.0
17,17.0,17.0,0.9096868587534228,,,,0.004353800000000029,,0.003223925800000001,1.0,5.0,25444.0
18,18.0,18.0,0.8400439441216914,,,,0.009591466666666654,,0.004284457733333332,1.0,5.0,25445.0
19,19.0,19.0,0.8946681728122287,,,,0.004021499999999985,,0.003611672600000001,1.0,5.0,25446.0
20,20.0,20.0,0.8777163963237762,,,,0.004105966666666681,,0.005122167966666669,1.0,5.0,25447.0
21,21.0,21.0,0.9125434657866852,,,,0.004489166666666688,,0.002260828979999999,1.0,5.0,25448.0
22,22.0,22.0,0.895407149471088,,,,0.004296066666666668,,0.0034217634333333297,1.0,5.0,25449.0
23,23.0,23.0,1.049089629366892,,,,0.004226299999999988,,0.004326783699999997,1.0,5.0,25450.0
24,24.0,24.0,0.8411170679063754,,,,0.004022366666666651,,0.004605864766666672,1.0,5.0,25451.0
25,25.0,25.0,0.979026414000728,,,,0.004577766666666662,,0.005366221866666667,1.0,5.0,25452.0
26,26.0,26.0,0.9557416169363354,,,,0.005098166666666676,,0.0033664160333333327,1.0,5.0,25453.0
27,27.0,27.0,0.9267562410129698,,,,0.019539600000000032,,0.00828361833333333,1.0,5.0,25454.0
28,28.0,28.0,0.9987224310426208,,,,0.005175199999999997,,0.004001071633333332,1.0,5.0,25455.0
29,29.0,29.0,0.9022726728980152,,,,0.005546199999999999,,0.004189232833333335,1.0,5.0,25456.0
30,30.0,30.0,1.0793229441432666,,,,0.0018505645161290328,,0.009059128387096773,1.0,5.0,25982.0
31,31.0,31.0,1.0984661829707385,,,,0.0033409677419354816,,0.008441522903225807,1.0,5.0,25983.0
32,32.0,32.0,1.1048203016932103,,,,0.002010161290322581,,0.005131801935483872,1.0,5.0,25984.0
33,33.0,33.0,1.07546959444553,,,,0.010817499999999992,,0.01298157467741935,1.0,5.0,25985.0
34,34.0,34.0,1.1692196374645358,,,,0.0006993548387096778,,0.006073921370967744,1.0,5.0,25986.0
35,35.0,35.0,1.1194252071906083,,,,0.0012370967741935491,,0.008053678306451614,1.0,5.0,25987.0
36,36.0,36.0,1.152489721618806,,,,0.0006525000000000004,,0.00401192201612903,1.0,5.0,25988.0
37,37.0,37.0,1.1282064897297344,,,,0.0007338709677419356,,0.006491159112903226,1.0,5.0,25989.0
38,38.0,38.0,1.0487631492776186,,,,0.008720725806451614,,0.0136432339516129,1.0,5.0,25990.0
39,39.0,39.0,1.169433417441122,,,,0.0008844354838709675,,0.008748096612903227,1.0,5.0,25991.0
40,40.0,40.0,1.2015449025650715,,,,0.000727016129032258,,0.00857469290322581,1.0,5.0,25992.0
41,41.0,41.0,1.1806925158802366,,,,0.00545491935483871,,0.009270378548387095,1.0,5.0,25993.0
42,42.0,42.0,1.1061664261201047,,,,0.0007008870967741938,,0.004969787983870968,1.0,5.0,25994.0
43,43.0,43.0,1.194113725887069,,,,0.0008549999999999997,,0.0037641195967741937,1.0,5.0,25995.0
44,44.0,44.0,1.1410488708975726,,,,0.0008919354838709672,,0.004271281935483872,1.0,5.0,25996.0
45,45.0,45.0,1.1482396845442435,,,,0.0006576612903225808,,0.004409048790322581,1.0,5.0,25997.0
